nama,nip,satker,jabatan,kinerja,kompetensi,standar level,nilai,gap,aspek,feedback_terakhir,saran_pengembangan,is_dummy
dummy 11,null,null,null,sangat baik,kerjasama,5,0,-5,pengetahuan,tidak efektif,sharing session,1
dummy 11,null,null,null,sangat baik,kerjasama,5,0,-5,keahlian,cukup efektif,pelatihan lemhannas,1
dummy 11,null,null,null,sangat baik,kerjasama,5,0,-5,personal atribut,cukup efektif,pembelajaran alam terbuka,1
dummy 11,null,null,null,sangat baik,komunikasi,5,0,-5,pengetahuan,cukup efektif,kursus,1
dummy 11,null,null,null,sangat baik,komunikasi,5,0,-5,keahlian,cukup efektif,penugasan,1
dummy 11,null,null,null,sangat baik,komunikasi,5,0,-5,personal atribut,kurang efektif,umpan balik,1
dummy 11,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,pengetahuan,cukup efektif,patok banding,1
dummy 11,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,keahlian,efektif,magang,1
dummy 11,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,personal atribut,tidak efektif,konseling,1
dummy 11,null,null,null,sangat baik,pelayanan publik,5,0,-5,pengetahuan,kurang efektif,komunitas belajar,1
dummy 11,null,null,null,sangat baik,pelayanan publik,5,0,-5,keahlian,sangat efektif,bimbingan di tempat kerja,1
dummy 11,null,null,null,sangat baik,pelayanan publik,5,0,-5,personal atribut,sangat efektif,mentoring,1
dummy 11,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,pengetahuan,efektif,sosialisasi,1
dummy 11,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,keahlian,cukup efektif,pelatihan komunikasi efektif,1
dummy 11,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,personal atribut,tidak efektif,konseling,1
dummy 11,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,pengetahuan,kurang efektif,e-learning,1
dummy 11,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,keahlian,kurang efektif,mentoring,1
dummy 11,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,personal atribut,kurang efektif,umpan balik,1
dummy 11,null,null,null,sangat baik,perekat bangsa,5,0,-5,pengetahuan,kurang efektif,seminar nasional,1
dummy 11,null,null,null,sangat baik,perekat bangsa,5,0,-5,keahlian,sangat efektif,pertukaran pegawai,1
dummy 11,null,null,null,sangat baik,perekat bangsa,5,0,-5,personal atribut,kurang efektif,konseling,1
dummy 11,null,null,null,sangat baik,mengelola perubahan,5,0,-5,pengetahuan,efektif,kelompok belajar,1
dummy 11,null,null,null,sangat baik,mengelola perubahan,5,0,-5,keahlian,kurang efektif,magang,1
dummy 11,null,null,null,sangat baik,mengelola perubahan,5,0,-5,personal atribut,efektif,umpan balik,1
dummy 12,null,null,null,baik,integritas,4,0,-4,pengetahuan,kurang efektif,pelatihan kedisiplinan,1
dummy 12,null,null,null,baik,integritas,4,0,-4,keahlian,cukup efektif,bimbingan teknis,1
dummy 12,null,null,null,baik,integritas,4,0,-4,personal atribut,efektif,konseling,1
dummy 12,null,null,null,baik,kerjasama,4,0,-4,pengetahuan,kurang efektif,pelatihan teknis,1
dummy 12,null,null,null,baik,kerjasama,4,0,-4,keahlian,efektif,bimbingan teknis,1
dummy 12,null,null,null,baik,kerjasama,4,0,-4,personal atribut,sangat efektif,konseling,1
dummy 12,null,null,null,baik,komunikasi,4,0,-4,pengetahuan,tidak efektif,seminar nasional,1
dummy 12,null,null,null,baik,komunikasi,4,0,-4,keahlian,kurang efektif,magang,1
dummy 12,null,null,null,baik,komunikasi,4,0,-4,personal atribut,efektif,umpan balik,1
dummy 12,null,null,null,baik,orientasi pada hasil,4,0,-4,pengetahuan,cukup efektif,sarasehan,1
dummy 12,null,null,null,baik,orientasi pada hasil,4,0,-4,keahlian,efektif,studi kasus,1
dummy 12,null,null,null,baik,orientasi pada hasil,4,0,-4,personal atribut,kurang efektif,umpan balik,1
dummy 12,null,null,null,baik,pelayanan publik,4,0,-4,pengetahuan,efektif,penataran,1
dummy 12,null,null,null,baik,pelayanan publik,4,0,-4,keahlian,efektif,penugasan,1
dummy 12,null,null,null,baik,pelayanan publik,4,0,-4,personal atribut,kurang efektif,pembelajaran alam terbuka,1
dummy 12,null,null,null,baik,pengambilan keputusan,4,0,-4,pengetahuan,kurang efektif,bimbingan di tempat kerja,1
dummy 12,null,null,null,baik,pengambilan keputusan,4,0,-4,keahlian,efektif,coaching,1
dummy 12,null,null,null,baik,pengambilan keputusan,4,0,-4,personal atribut,sangat efektif,konseling,1
dummy 12,null,null,null,baik,pengembangan diri dan orang lain,4,0,-4,pengetahuan,kurang efektif,pembelajaran mandiri,1
dummy 12,null,null,null,baik,pengembangan diri dan orang lain,4,0,-4,keahlian,sangat efektif,mentoring,1
dummy 12,null,null,null,baik,pengembangan diri dan orang lain,4,0,-4,personal atribut,efektif,umpan balik,1
dummy 12,null,null,null,baik,perekat bangsa,4,0,-4,pengetahuan,cukup efektif,patok banding,1
dummy 12,null,null,null,baik,perekat bangsa,4,0,-4,keahlian,cukup efektif,studi kasus,1
dummy 12,null,null,null,baik,perekat bangsa,4,0,-4,personal atribut,cukup efektif,konseling,1
dummy 12,null,null,null,baik,mengelola perubahan,4,0,-4,pengetahuan,tidak efektif,workshop,1
dummy 12,null,null,null,baik,mengelola perubahan,4,0,-4,keahlian,efe,mentoring,1
dummy 12,null,null,null,baik,mengelola perubahan,4,0,-4,personal atribut,cukup efektif,umpan balik,1
dummy 13,null,null,null,baik,integritas,3,0,-3,pengetahuan,sangat efektif,sosialisasi,1
dummy 13,null,null,null,baik,integritas,3,0,-3,keahlian,cukup efektif,bimbingan teknis,1
dummy 13,null,null,null,baik,integritas,3,0,-3,personal atribut,kurang efektif,umpan balik,1
dummy 13,null,null,null,baik,kerjasama,3,0,-3,pengetahuan,tidak efektif,komunitas belajar,1
dummy 13,null,null,null,baik,kerjasama,3,0,-3,keahlian,tidak efektif,bimbingan teknis,1
dummy 13,null,null,null,baik,kerjasama,3,0,-3,personal atribut,cukup efektif,konseling,1
dummy 13,null,null,null,baik,komunikasi,3,0,-3,pengetahuan,sangat efektif,pelatihan teknis,1
dummy 13,null,null,null,baik,komunikasi,3,0,-3,keahlian,efektif,magang,1
dummy 13,null,null,null,baik,komunikasi,3,0,-3,personal atribut,tidak efektif,konseling,1
dummy 13,null,null,null,baik,orientasi pada hasil,3,0,-3,pengetahuan,tidak efektif,workshop,1
dummy 13,null,null,null,baik,orientasi pada hasil,3,0,-3,keahlian,sangat efektif,coaching,1
dummy 13,null,null,null,baik,orientasi pada hasil,3,0,-3,personal atribut,kurang efektif,umpan balik,1
dummy 13,null,null,null,baik,pelayanan publik,3,0,-3,pengetahuan,kurang efektif,sosialisasi,1
dummy 13,null,null,null,baik,pelayanan publik,3,0,-3,keahlian,sangat efektif,bimbingan di tempat kerja,1
dummy 13,null,null,null,baik,pelayanan publik,3,0,-3,personal atribut,tidak efektif,pengembangan,1
dummy 13,null,null,null,baik,pengambilan keputusan,3,0,-3,pengetahuan,kurang efektif,pembelajaran mandiri,1
dummy 13,null,null,null,baik,pengambilan keputusan,3,0,-3,keahlian,cukup efektif,penugasan,1
dummy 13,null,null,null,baik,pengambilan keputusan,3,0,-3,personal atribut,cukup efektif,umpan balik,1
dummy 13,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,pengetahuan,efektif,bimbingan di tempat kerja,1
dummy 13,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,keahlian,kurang efektif,mentoring,1
dummy 13,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,personal atribut,tidak efektif,umpan balik,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,pengetahuan,efektif,patok banding,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,keahlian,efektif,magang,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,personal atribut,kurang efektif,konseling,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,pengetahuan,sangat efektif,bimbingan di tempat kerja,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,keahlian,efek,studi kasus,1
dummy 13,null,null,null,baik,perekat bangsa,3,0,-3,personal atribut,kurang efektif,konseling,1
dummy 13,null,null,null,baik,mengelola perubahan,3,0,-3,keahlian,kurang efektif,mentoring,1
dummy 13,null,null,null,baik,mengelola perubahan,3,0,-3,pengetahuan,kurang efektif,workshop,1
dummy 13,null,null,null,baik,mengelola perubahan,3,0,-3,personal atribut,kurang efektif,umpan balik,1
dummy 14,null,null,null,baik,integritas,2,0,-2,pengetahuan,efektif,pembelajaran mandiri,1
dummy 14,null,null,null,baik,integritas,2,0,-2,keahlian,tidak efektif,penugasan,1
dummy 14,null,null,null,baik,integritas,2,0,-2,personal atribut,kurang efektif,konseling,1
dummy 14,null,null,null,baik,kerjasama,2,0,-2,pengetahuan,tidak efektif,pelatihan teknis,1
dummy 14,null,null,null,baik,kerjasama,2,0,-2,keahlian,efektif,coaching,1
dummy 14,null,null,null,baik,kerjasama,2,0,-2,personal atribut,kurang efektif,konseling,1
dummy 14,null,null,null,baik,komunikasi,2,0,-2,pengetahuan,cukup efektif,kursus,1
dummy 14,null,null,null,baik,komunikasi,2,0,-2,keahlian,efektif,magang,1
dummy 14,null,null,null,baik,komunikasi,2,0,-2,personal atribut,tidak efektif,pembelajaran alam terbuka,1
dummy 14,null,null,null,baik,orientasi pada hasil,2,0,-2,pengetahuan,cukup efektif,komunitas belajar,1
dummy 14,null,null,null,baik,orientasi pada hasil,2,0,-2,keahlian,efektif,bimbingan teknis,1
dummy 14,null,null,null,baik,orientasi pada hasil,2,0,-2,personal atribut,efektif,umpan balik,1
dummy 14,null,null,null,baik,pelayanan publik,2,0,-2,pengetahuan,cukup efektif,sosialisasi,1
dummy 14,null,null,null,baik,pelayanan publik,2,0,-2,keahlian,kurang efektif,penugasan,1
dummy 14,null,null,null,baik,pelayanan publik,2,0,-2,personal atribut,kurang efektif,mentoring,1
dummy 14,null,null,null,baik,pengambilan keputusan,2,0,-2,pengetahuan,cukup efektif,lokakarya,1
dummy 14,null,null,null,baik,pengambilan keputusan,2,0,-2,keahlian,cukup efektif,pelatihan komunikasi efektif,1
dummy 14,null,null,null,baik,pengambilan keputusan,2,0,-2,personal atribut,tidak efektif,umpan balik,1
dummy 14,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,pengetahuan,cukup efektif,komunitas belajar,1
dummy 14,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,keahlian,kurang efektif,mentoring,1
dummy 14,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,personal atribut,efektif,umpan balik,1
dummy 14,null,null,null,baik,perekat bangsa,2,0,-2,pengetahuan,kurang efektif,sosialisasi,1
dummy 14,null,null,null,baik,perekat bangsa,2,0,-2,keahlian,cukup efektif,magang,1
dummy 14,null,null,null,baik,perekat bangsa,2,0,-2,personal atribut,sangat efektif,umpan balik,1
dummy 14,null,null,null,baik,mengelola perubahan,2,0,-2,keahlian,sangat efektif,magang,1
dummy 14,null,null,null,baik,mengelola perubahan,2,0,-2,pengetahuan,sangat efektif,e-learning,1
dummy 14,null,null,null,baik,mengelola perubahan,2,0,-2,personal atribut,sangat efektif,umpan balik,1
dummy 16,null,null,null,sangat baik,integritas,5,0,-5,pengetahuan,efektif,sosialisasi,1
dummy 16,null,null,null,sangat baik,integritas,5,0,-5,keahlian,efektif,penugasan khusus,1
dummy 16,null,null,null,sangat baik,integritas,5,0,-5,personal atribut,efektif,konseling,1
dummy 16,null,null,null,sangat baik,kerjasama,5,0,-5,pengetahuan,sangat efektif,seminar,1
dummy 16,null,null,null,sangat baik,kerjasama,5,0,-5,keahlian,cukup efektif,pelatihan lemhannas,1
dummy 16,null,null,null,sangat baik,kerjasama,5,0,-5,personal atribut,sangat efektif,pembelajaran alam terbuka,1
dummy 16,null,null,null,sangat baik,komunikasi,5,0,-5,pengetahuan,efektif,pembelajaran mandiri,1
dummy 16,null,null,null,sangat baik,komunikasi,5,0,-5,keahlian,kurang efektif,coaching,1
dummy 16,null,null,null,sangat baik,komunikasi,5,0,-5,personal atribut,kurang efektif,konseling,1
dummy 16,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,pengetahuan,cukup efektif,pembelajaran mandiri,1
dummy 16,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,keahlian,tidak efektif,bimbingan teknis,1
dummy 16,null,null,null,sangat baik,orientasi pada hasil,5,0,-5,personal atribut,cukup efektif,konseling,1
dummy 16,null,null,null,sangat baik,pelayanan publik,5,0,-5,pengetahuan,tidak efektif,seminar nasional,1
dummy 16,null,null,null,sangat baik,pelayanan publik,5,0,-5,keahlian,kurang efektif,penugasan,1
dummy 16,null,null,null,sangat baik,pelayanan publik,5,0,-5,personal atribut,efektif,umpan balik,1
dummy 16,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,pengetahuan,kurang efektif,patok banding,1
dummy 16,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,keahlian,sangat efektif,studi kasus,1
dummy 16,null,null,null,sangat baik,pengambilan keputusan,5,0,-5,personal atribut,cukup efektif,umpan balik,1
dummy 16,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,pengetahuan,efektif,mentoring,1
dummy 16,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,keahlian,cukup efektif,pelatihan komunikasi strategis,1
dummy 16,null,null,null,sangat baik,pengembangan diri dan orang lain,5,0,-5,personal atribut,kurang efektif,pembelajaran alam terbuka,1
dummy 16,null,null,null,sangat baik,perekat bangsa,5,0,-5,pengetahuan,efektif,bimbingan di tempat kerja,1
dummy 16,null,null,null,sangat baik,perekat bangsa,5,0,-5,keahlian,cukup efektif,bimbingan di tempat kerja,1
dummy 16,null,null,null,sangat baik,perekat bangsa,5,0,-5,personal atribut,cukup efektif,pembelajaran,1
dummy 16,null,null,null,sangat baik,mengelola perubahan,5,0,-5,keahlian,efektif,studi kasus,1
dummy 16,null,null,null,sangat baik,mengelola perubahan,5,0,-5,pengetahuan,sangat efektif,sarasehan,1
dummy 16,null,null,null,sangat baik,mengelola perubahan,5,0,-5,personal atribut,cukup efektif,umpan balik,1
dummy 17,null,null,null,sangat baik,integritas,4,0,-4,pengetahuan,efektif,patok banding,1
dummy 17,null,null,null,sangat baik,integritas,4,0,-4,keahlian,efektif,penugasan,1
dummy 17,null,null,null,sangat baik,integritas,4,0,-4,personal atribut,cukup efektif,umpan balik,1
dummy 17,null,null,null,sangat baik,kerjasama,4,0,-4,pengetahuan,kurang efektif,lokakarya,1
dummy 17,null,null,null,sangat baik,kerjasama,4,0,-4,keahlian,sangat efektif,bimbingan teknis,1
dummy 17,null,null,null,sangat baik,kerjasama,4,0,-4,personal atribut,kurang efektif,konseling,1
dummy 17,null,null,null,sangat baik,komunikasi,4,0,-4,pengetahuan,sangat efektif,sosialisasi,1
dummy 17,null,null,null,sangat baik,komunikasi,4,0,-4,keahlian,tidak efektif,magang,1
dummy 17,null,null,null,sangat baik,komunikasi,4,0,-4,personal atribut,kurang efektif,konseling,1
dummy 17,null,null,null,sangat baik,orientasi pada hasil,4,0,-4,pengetahuan,efektif,studi kasus,1
dummy 17,null,null,null,sangat baik,orientasi pada hasil,4,0,-4,keahlian,efektif,seminar,1
dummy 17,null,null,null,sangat baik,orientasi pada hasil,4,0,-4,personal atribut,cukup efektif,konseling,1
dummy 17,null,null,null,sangat baik,pelayanan publik,4,0,-4,pengetahuan,efektif,studi kasus,1
dummy 17,null,null,null,sangat baik,pelayanan publik,4,0,-4,keahlian,sangat efektif,coaching,1
dummy 17,null,null,null,sangat baik,pelayanan publik,4,0,-4,personal atribut,tidak efektif,umpan balik,1
dummy 17,null,null,null,sangat baik,pengambilan keputusan,4,0,-4,pengetahuan,kurang efektif,bimbingan di tempat kerja,1
dummy 17,null,null,null,sangat baik,pengambilan keputusan,4,0,-4,keahlian,efektif,studi kasus,1
dummy 17,null,null,null,sangat baik,pengambilan keputusan,4,0,-4,personal atribut,tidak efektif,konseling,1
dummy 17,null,null,null,sangat baik,pengembangan diri dan orang lain,4,0,-4,pengetahuan,tidak efektif,komunitas belajar,1
dummy 17,null,null,null,sangat baik,pengembangan diri dan orang lain,4,0,-4,keahlian,efektif,mentoring,1
dummy 17,null,null,null,sangat baik,pengembangan diri dan orang lain,4,0,-4,personal atribut,kurang efektif,pembelajaran alam terbuka,1
dummy 17,null,null,null,sangat baik,perekat bangsa,4,0,-4,pengetahuan,kurang efektif,pengembangan mandiri,1
dummy 17,null,null,null,sangat baik,perekat bangsa,4,0,-4,keahlian,sangat efektif,studi kasus,1
dummy 17,null,null,null,sangat baik,perekat bangsa,4,0,-4,personal atribut,kurang efektif,umpan balik,1
dummy 17,null,null,null,sangat baik,mengelola perubahan,4,0,-4,pengetahuan,efektif,kelompok belajar,1
dummy 17,null,null,null,sangat baik,mengelola perubahan,4,0,-4,keahlian,efektif,penugasan,1
dummy 17,null,null,null,sangat baik,mengelola perubahan,4,0,-4,personal atribut,tidak efektif,umpan balik,1
dummy 18,null,null,null,baik,integritas,3,0,-3,pengetahuan,cukup efektif,pelatihan kode etik dan kode perilaku,1
dummy 18,null,null,null,baik,integritas,3,0,-3,keahlian,kurang efektif,coaching,1
dummy 18,null,null,null,baik,integritas,3,0,-3,personal atribut,tidak efektif,umpan balik,1
dummy 18,null,null,null,baik,kerjasama,3,0,-3,pengetahuan,cukup efektif,penugasan,1
dummy 18,null,null,null,baik,kerjasama,3,0,-3,keahlian,kurang efektif,bimbingan di tempat kerja,1
dummy 18,null,null,null,baik,kerjasama,3,0,-3,personal atribut,cukup efektif,konseling,1
dummy 18,null,null,null,baik,komunikasi,3,0,-3,pengetahuan,efektif,pembelajaran mandiri,1
dummy 18,null,null,null,baik,komunikasi,3,0,-3,keahlian,sangat efektif,coaching,1
dummy 18,null,null,null,baik,komunikasi,3,0,-3,personal atribut,efektif,konseling,1
dummy 18,null,null,null,baik,orientasi pada hasil,3,0,-3,pengetahuan,sangat efektif,e-learning,1
dummy 18,null,null,null,baik,orientasi pada hasil,3,0,-3,keahlian,cukup efektif,studi kasus,1
dummy 18,null,null,null,baik,orientasi pada hasil,3,0,-3,personal atribut,sangat efektif,konseling,1
dummy 18,null,null,null,baik,pelayanan publik,3,0,-3,pengetahuan,efektif,patok banding,1
dummy 18,null,null,null,baik,pelayanan publik,3,0,-3,keahlian,cukup efektif,bimbingan teknis,1
dummy 18,null,null,null,baik,pelayanan publik,3,0,-3,personal atribut,cukup efektif,pembelajaran alam terbuka,1
dummy 18,null,null,null,baik,pengambilan keputusan,3,0,-3,pengetahuan,cukup efektif,lokakarya,1
dummy 18,null,null,null,baik,pengambilan keputusan,3,0,-3,keahlian,kurang efektif,pelatihan komunikasi efektif,1
dummy 18,null,null,null,baik,pengambilan keputusan,3,0,-3,personal atribut,kurang efektif,umpan balik,1
dummy 18,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,pengetahuan,efektif,komunitas belajar,1
dummy 18,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,keahlian,sangat efektif,coaching,1
dummy 18,null,null,null,baik,pengembangan diri dan orang lain,3,0,-3,personal atribut,sangat efektif,konseling,1
dummy 18,null,null,null,baik,perekat bangsa,3,0,-3,pengetahuan,cukup efektif,pembelajaran mandiri,1
dummy 18,null,null,null,baik,perekat bangsa,3,0,-3,keahlian,sangat efektif,pertukaran pegawai,1
dummy 18,null,null,null,baik,perekat bangsa,3,0,-3,personal atribut,kurang efektif,umpan balik,1
dummy 18,null,null,null,baik,mengelola perubahan,3,0,-3,pengetahuan,cukup efektif,pembelajaran mandiri,1
dummy 18,null,null,null,baik,mengelola perubahan,3,0,-3,keahlian,sangat efektif,penugasaran,1
dummy 18,null,null,null,baik,mengelola perubahan,3,0,-3,personal atribut,kurang efektif,konseling,1
dummy 19,null,null,null,baik,integritas,2,0,-2,pengetahuan,cukup efektif,e-learning,1
dummy 19,null,null,null,baik,integritas,2,0,-2,keahlian,kurang efektif,penugasan,1
dummy 19,null,null,null,baik,integritas,2,0,-2,personal atribut,efektif,konseling,1
dummy 19,null,null,null,baik,kerjasama,2,0,-2,pengetahuan,tidak efektif,lokakarya,1
dummy 19,null,null,null,baik,kerjasama,2,0,-2,keahlian,cukup efektif,coaching,1
dummy 19,null,null,null,baik,kerjasama,2,0,-2,personal atribut,efektif,umpan balik,1
dummy 19,null,null,null,baik,komunikasi,2,0,-2,pengetahuan,cukup efektif,pembelajaran mandiri,1
dummy 19,null,null,null,baik,komunikasi,2,0,-2,keahlian,sangat efektif,magang,1
dummy 19,null,null,null,baik,komunikasi,2,0,-2,personal atribut,sangat efektif,konseling,1
dummy 19,null,null,null,baik,orientasi pada hasil,2,0,-2,pengetahuan,kurang efektif,komunitas belajar,1
dummy 19,null,null,null,baik,orientasi pada hasil,2,0,-2,keahlian,efektif,bimbingan teknis,1
dummy 19,null,null,null,baik,orientasi pada hasil,2,0,-2,personal atribut,kurang efektif,umpan balik,1
dummy 19,null,null,null,baik,pelayanan publik,2,0,-2,pengetahuan,efektif,e-learning,1
dummy 19,null,null,null,baik,pelayanan publik,2,0,-2,keahlian,sangat efektif,penugasan,1
dummy 19,null,null,null,baik,pelayanan publik,2,0,-2,personal atribut,tidak efektif,mentoring,1
dummy 19,null,null,null,baik,pengambilan keputusan,2,0,-2,pengetahuan,efektif,pelatihan teknis,1
dummy 19,null,null,null,baik,pengambilan keputusan,2,0,-2,keahlian,kurang efektif,pelatihan komunikasi efektif,1
dummy 19,null,null,null,baik,pengambilan keputusan,2,0,-2,personal atribut,cukup efektif,umpan balik,1
dummy 19,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,pengetahuan,kurang efektif,komunitas belajar,1
dummy 19,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,keahlian,sangat efektif,mentoring,1
dummy 19,null,null,null,baik,pengembangan diri dan orang lain,2,0,-2,personal atribut,kurang efektif,umpan balik,1
dummy 19,null,null,null,baik,perekat bangsa,2,0,-2,pengetahuan,cukup efektif,sosialisasi,1
dummy 19,null,null,null,baik,perekat bangsa,2,0,-2,keahlian,cukup efektif,bimbingan teknis,1
dummy 19,null,null,null,baik,perekat bangsa,2,0,-2,personal atribut,sangat efektif,pembelajaran alam terbuka,1
dummy 19,null,null,null,baik,mengelola perubahan,2,0,-2,pengetahuan,efektif,e-learning,1
dummy 19,null,null,null,baik,mengelola perubahan,2,0,-2,keahlian,cukup efektif,magang,1
dummy 19,null,null,null,baik,mengelola perubahan,2,0,-2,personal atribut,sangat efektif,konseling,1
